역명,month,점포수_공유오피스,점포수_무인프린트,점포수_밀키트,점포수_사무실,점포수_식음료,점포수_의약업,점포수_패션잡화,점포수_편의점,점포수_플라워,점포수_화상면접,점포수_화장품,meanshift_label
태릉입구역,4,0.0,1.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,0.0,1.0,1
태릉입구역,4,0.0,1.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,0.0,1.0,1
학동역,4,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0
학동역,4,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0
한양대역,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
한양대역,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
합정역,4,0.0,1.0,0.0,0.0,5.0,4.0,9.0,2.0,3.0,0.0,2.0,10
합정역,4,0.0,1.0,0.0,0.0,5.0,4.0,9.0,2.0,3.0,0.0,2.0,10
행당역,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
행당역,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
홍제역,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
홍제역,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
회현역,4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
회현역,4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
효창공원앞역,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
효창공원앞역,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
강남역,5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
강남역,5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
강동구청역,5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
강동구청역,5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
강동역,5,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0
강동역,5,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0
건대입구역,5,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,3.0,0.0,0.0,9
건대입구역,5,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,3.0,0.0,0.0,9
공덕역,5,2.0,1.0,0.0,0.0,6.0,0.0,9.0,2.0,4.0,0.0,1.0,13
공덕역,5,2.0,1.0,0.0,0.0,6.0,0.0,9.0,2.0,4.0,0.0,1.0,13
광명사거리역,5,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1
광명사거리역,5,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1
광흥창역,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
광흥창역,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
교대역,5,0.0,0.0,0.0,4.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,6
교대역,5,0.0,0.0,0.0,4.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,6
군자역,5,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,0.0,1.0,0
군자역,5,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,0.0,1.0,0
굽은다리역,5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
굽은다리역,5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
낙성대역,5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
낙성대역,5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
남구로역,5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0
남구로역,5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0
노원역,5,0.0,0.0,0.0,2.0,3.0,0.0,13.0,1.0,1.0,0.0,0.0,3
노원역,5,0.0,0.0,0.0,2.0,3.0,0.0,13.0,1.0,1.0,0.0,0.0,3
논현역,5,0.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0
논현역,5,0.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,0
단대오거리역,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
단대오거리역,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
당산역,5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0
당산역,5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0
대림역,5,0.0,0.0,0.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,1.0,3
대림역,5,0.0,0.0,0.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,1.0,3
대청역,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
대청역,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
대흥역,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
대흥역,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
독바위역,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
독바위역,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
동대문역,5,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0
동대문역,5,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0
동대입구역,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
동대입구역,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
동묘앞역,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
동묘앞역,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
디지털미디어시티역,5,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0
디지털미디어시티역,5,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0
마들역,5,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1
마들역,5,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1
마포구청역,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0
마포구청역,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0
면목역,5,0.0,1.0,1.0,0.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,5
면목역,5,0.0,1.0,1.0,0.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,5
미아사거리역,5,0.0,0.0,0.0,0.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0,8
미아사거리역,5,0.0,0.0,0.0,0.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0,8
미아역,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
미아역,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
봉화산역,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
봉화산역,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
불광역,5,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1
불광역,5,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1
사가정역,5,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0
사가정역,5,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0
사당역,5,0.0,0.0,0.0,0.0,8.0,2.0,15.0,0.0,1.0,0.0,1.0,8
사당역,5,0.0,0.0,0.0,0.0,8.0,2.0,15.0,0.0,1.0,0.0,1.0,8
상계역,5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0
상계역,5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0
상봉역,5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0
상봉역,5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0
상수역,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2
상수역,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2
새절역,5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0
새절역,5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0
서대문역,5,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,11
서대문역,5,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,11
서초역,5,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0
서초역,5,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0
석계역,5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
석계역,5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
선릉역,5,0.0,0.0,0.0,0.0,5.0,1.0,6.0,0.0,1.0,0.0,1.0,8
선릉역,5,0.0,0.0,0.0,0.0,5.0,1.0,6.0,0.0,1.0,0.0,1.0,8
성수역,5,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0
성수역,5,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0
송정역,5,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0
송정역,5,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0
수락산역,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
수락산역,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
숙대입구역,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
숙대입구역,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
숭실대입구역,5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0
숭실대입구역,5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0
신금호역,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
신금호역,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
신당역,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
신당역,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
신대방삼거리역,5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,4
신대방삼거리역,5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,4
신대방역,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
신대방역,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
신사역,5,0.0,0.0,0.0,0.0,4.0,1.0,6.0,0.0,1.0,0.0,0.0,0
신사역,5,0.0,0.0,0.0,0.0,4.0,1.0,6.0,0.0,1.0,0.0,0.0,0
신용산역,5,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0
신용산역,5,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0
신정역,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
신정역,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
신촌역,5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0
신촌역,5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0
신풍역,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
신풍역,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
안암역,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
안암역,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
암사역,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
암사역,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
압구정역,5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0
압구정역,5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0
어린이대공원역,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
어린이대공원역,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
여의도역,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
여의도역,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
역삼역,5,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0
역삼역,5,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0
역촌역,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
역촌역,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
연신내역,5,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0
연신내역,5,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0
영등포구청역,5,1.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0
영등포구청역,5,1.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0
오목교역,5,0.0,0.0,0.0,0.0,14.0,0.0,8.0,1.0,2.0,0.0,0.0,7
오목교역,5,0.0,0.0,0.0,0.0,14.0,0.0,8.0,1.0,2.0,0.0,0.0,7
왕십리역,5,1.0,0.0,0.0,1.0,3.0,0.0,7.0,2.0,1.0,0.0,1.0,3
왕십리역,5,1.0,0.0,0.0,1.0,3.0,0.0,7.0,2.0,1.0,0.0,1.0,3
용마산역,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
용마산역,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
우장산역,5,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1
우장산역,5,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1
월곡역,5,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0
월곡역,5,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0
을지로3가역,5,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,0
을지로3가역,5,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,0
을지로4가역,5,0.0,0.0,0.0,2.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0
을지로4가역,5,0.0,0.0,0.0,2.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0
을지로입구역,5,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0
을지로입구역,5,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0
이수역,5,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0
이수역,5,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0
일원역,5,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0
일원역,5,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0
잠실새내역,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
잠실새내역,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
잠실역,5,0.0,0.0,0.0,0.0,21.0,3.0,10.0,3.0,0.0,0.0,1.0,12
잠실역,5,0.0,0.0,0.0,0.0,21.0,3.0,10.0,3.0,0.0,0.0,1.0,12
장지역,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
장지역,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
종각역,5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0
종각역,5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0
종로3가역,5,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0
종로3가역,5,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0
종합운동장역,5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0
종합운동장역,5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0
중화역,5,0.0,1.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,1
중화역,5,0.0,1.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,1
창동역,5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
창동역,5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
청담역,5,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0
청담역,5,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0
총신대입구역,5,0.0,1.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,1
총신대입구역,5,0.0,1.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,1
충무로역,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0
충무로역,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0
충정로역,5,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1
충정로역,5,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1
태릉입구역,5,0.0,1.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,0.0,1.0,1
태릉입구역,5,0.0,1.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,0.0,1.0,1
학동역,5,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0
학동역,5,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0
한양대역,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
한양대역,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
합정역,5,0.0,1.0,0.0,0.0,5.0,4.0,9.0,2.0,3.0,0.0,2.0,10
합정역,5,0.0,1.0,0.0,0.0,5.0,4.0,9.0,2.0,3.0,0.0,2.0,10
행당역,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
행당역,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
홍제역,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
홍제역,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
회현역,5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
회현역,5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
효창공원앞역,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
효창공원앞역,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
강남역,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
강남역,6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
강동구청역,6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
강동구청역,6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
강동역,6,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0
강동역,6,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0
건대입구역,6,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,3.0,0.0,0.0,9
건대입구역,6,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,3.0,0.0,0.0,9
공덕역,6,2.0,1.0,0.0,0.0,6.0,0.0,11.0,2.0,4.0,0.0,1.0,13
공덕역,6,2.0,1.0,0.0,0.0,6.0,0.0,11.0,2.0,4.0,0.0,1.0,13
광명사거리역,6,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1
광명사거리역,6,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1
광흥창역,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
광흥창역,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
교대역,6,0.0,0.0,0.0,4.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,6
교대역,6,0.0,0.0,0.0,4.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,6
군자역,6,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,0.0,1.0,0
군자역,6,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,0.0,1.0,0
굽은다리역,6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
굽은다리역,6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
낙성대역,6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
낙성대역,6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
남구로역,6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0
남구로역,6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0
노원역,6,0.0,0.0,0.0,2.0,3.0,0.0,13.0,1.0,1.0,0.0,0.0,3
