역명,승하차구분,미성년_아침_유동인구,미성년_점심_유동인구,미성년_저녁_유동인구,성인_아침_유동인구,성인_점심_유동인구,성인_저녁_유동인구,노인_아침_유동인구,노인_점심_유동인구,노인_저녁_유동인구,외국인_아침_유동인구,외국인_점심_유동인구,외국인_저녁_유동인구,총유동인구
가락시장역,승차,2548,4651,2031,97560,114836,110776,40904,81813,23794,16,63,15,479007
가락시장역,하차,2075,4228,4319,115854,102080,119878,42161,79814,23746,2,52,21,494230
가산디지털단지역,승차,987,3008,2473,90788,388059,517216,15304,59102,22128,49,132,103,1099349
가산디지털단지역,하차,2002,3170,1486,733552,167583,103832,45385,38764,7131,20,117,84,1103126
강남구청역,승차,865,3638,2858,29894,135429,208166,11149,30777,11308,8,109,61,434262
강남구청역,하차,2204,3777,1834,254319,113203,52320,24429,23754,6509,17,147,64,482577
강남역,승차,3548,24423,27117,196899,786567,1013694,28598,96930,30580,295,2766,1996,2213413
강남역,하차,11763,26336,14913,886799,661966,422221,57177,65376,14296,621,2856,1480,2165804
강동구청역,승차,2413,4106,1290,97127,69049,46869,27642,33720,7767,1,25,1,290010
강동구청역,하차,1186,3785,3002,56911,66080,95629,18021,36757,15117,0,14,10,296512
강동역,승차,3579,4338,1946,171134,134613,84633,40344,56858,14996,51,30,14,512536
강동역,하차,1277,5142,4143,96906,110919,168910,29117,59238,21365,12,47,31,497107
강변역,승차,7004,14553,5391,310609,275375,158287,42166,61174,21606,167,382,217,896931
강변역,하차,2219,11676,12388,126139,280343,304544,33558,64918,22921,84,285,208,859283
강일역,승차,3674,4396,1128,66293,34897,15290,24068,19411,4215,3,4,2,173381
강일역,하차,312,3986,4884,15038,28081,60196,9257,24141,12617,1,4,2,158519
개롱역,승차,3008,7271,2383,58267,39009,23114,22349,26045,5955,0,1,2,187404
개롱역,하차,2372,5147,4918,25013,38061,62161,13335,29618,12539,0,2,3,193169
개화산역,승차,2133,2474,871,56277,39539,26222,18706,20122,4983,5,6,1,171339
개화산역,하차,286,2265,2732,29107,32944,53666,11563,21972,9103,0,10,7,163655
거여역,승차,5513,5720,1853,111392,61205,30364,32595,31492,6541,0,4,4,286683
거여역,하차,2154,6261,5893,30950,56852,107541,15150,35590,17710,3,5,1,278110
건대입구역,승차,5739,19054,21753,301732,463981,515875,46238,86113,28543,176,672,479,1490355
건대입구역,하차,5802,27587,16167,264274,534744,543482,45161,86066,28007,77,643,559,1552569
경복궁역,승차,2358,18887,5410,62554,287441,245168,17429,57558,18109,432,6407,1139,722892
경복궁역,하차,9871,12842,3607,286185,241380,83874,35735,45084,9676,3139,5435,452,737280
경찰병원역,승차,1687,2024,700,68530,53034,35858,17044,23237,5306,2,9,4,207435
경찰병원역,하차,272,2078,2286,50448,42814,61583,12805,24321,9789,3,1,4,206404
고덕역,승차,2735,14776,9746,77892,76721,41468,25077,46373,8431,0,11,3,303233
고덕역,하차,5842,9728,6456,50088,60811,82963,26324,38724,13408,1,4,12,294361
고려대역,승차,1391,3918,1346,66320,85982,57146,14296,18054,4735,19,69,25,253301
고려대역,하차,2661,2542,1746,60925,62283,75933,10369,17670,8243,25,54,37,242488
고속터미널역,승차,9556,27858,17615,225492,790500,654550,47133,197727,68129,210,2124,1570,2042464
고속터미널역,하차,5776,27086,15321,445994,734186,346321,86140,174733,27809,379,1690,704,1866139
공덕역,승차,4272,11322,4831,162816,287022,318408,34678,72012,25393,789,1368,580,923491
공덕역,하차,7297,8239,5214,332858,217849,226206,39598,65445,19868,186,1170,1499,925429
공릉역,승차,2798,7913,2821,105919,91283,58084,31057,37156,9203,7,11,4,346256
공릉역,하차,4319,4529,4102,43750,81873,125097,17970,41756,17876,2,13,8,341295
광나루역,승차,3830,8439,3180,126570,105600,73237,24005,42770,12331,34,134,110,400240
광나루역,하차,3124,7645,5833,66250,99675,114578,27959,35831,12488,45,136,85,373649
광명사거리역,승차,4102,7995,3430,210878,122596,71456,52917,84846,21035,6,15,7,579283
광명사거리역,하차,2112,5782,6044,69825,132325,192204,34623,101072,29703,7,15,12,573724
광화문역,승차,999,14271,8125,44496,308494,432062,8970,60182,22317,223,1690,857,902686
광화문역,하차,6414,13925,2859,501956,253256,83911,37037,47680,6561,831,1562,515,956507
광흥창역,승차,2614,4609,1817,66761,70928,61511,18781,33081,5967,23,44,40,266176
광흥창역,하차,2200,4012,2992,64576,55592,67784,19222,28275,9323,8,42,65,254091
교대역,승차,4331,13090,10552,147504,419553,470934,38281,142933,56962,81,439,232,1304892
교대역,하차,7305,13134,8132,480149,323894,219517,77186,129196,22888,86,461,306,1282254
구로디지털단지역,승차,6644,8769,3989,515129,430038,408097,60524,101077,39345,282,747,167,1574808
구로디지털단지역,하차,2082,7836,9012,433934,350372,547570,52885,111760,36795,50,318,724,1553338
구산역,승차,2780,7342,4710,94589,49941,21867,25465,28014,5181,2,15,4,239910
구산역,하차,3878,4904,2532,14375,34609,60491,10834,34442,15215,6,3,6,181295
구의역,승차,4629,7105,3443,277862,190218,113862,44052,50208,14494,26,110,61,706070
구의역,하차,1399,7015,6406,99983,169675,287710,24125,59389,24873,21,75,74,680745
구파발역,승차,6157,13464,5299,232208,154810,79545,46379,73496,15494,4,115,41,627012
구파발역,하차,3879,12901,9519,82543,149456,222739,35955,69544,25268,68,126,13,612011
군자역,승차,4744,5968,3932,256752,197234,170196,44438,66427,25653,28,154,38,775564
군자역,하차,1130,7781,5193,114754,182390,274659,32718,67884,25235,26,96,70,711936
굽은다리역,승차,2375,4407,2904,93783,62614,35614,34298,39728,9596,3,13,6,285341
굽은다리역,하차,1001,5185,3635,29121,59099,95960,16342,43398,19024,8,6,5,272784
금호역,승차,2661,2450,748,88674,52251,28878,23479,24925,5603,6,24,5,229704
금호역,하차,314,2962,2471,19598,52689,82183,10566,28707,13244,9,32,18,212793
길동역,승차,1538,2281,1706,63956,53822,34781,27217,43434,10944,15,26,6,239726
길동역,하차,616,2926,1925,33260,52147,70899,21615,46691,14885,0,28,29,245021
길음역,승차,9224,13326,6525,237096,150817,75101,53840,59374,13908,18,38,38,619305
길음역,하차,4619,15738,11974,73932,146237,229811,24874,71175,30354,15,29,85,608843
김포공항역,승차,1550,5997,4808,54102,93761,83430,8709,29704,10025,90,1143,549,293868
김포공항역,하차,2525,6169,1917,66234,80832,29423,12041,27213,4280,273,570,144,231621
까치산역,승차,8255,8835,3414,362308,172534,79227,79472,68971,14951,43,85,15,798110
까치산역,하차,2201,9127,8997,51278,173290,353951,26486,91877,46462,3,59,73,763804
낙성대역,승차,4191,11955,4661,310233,219721,133221,45569,55968,14055,38,67,45,799724
낙성대역,하차,5275,6850,6489,102339,190866,343054,26925,63290,26715,9,62,95,771969
남구로역,승차,2761,2442,1211,107126,103262,119443,24512,29859,9518,36,54,30,400254
남구로역,하차,815,3183,2065,163525,91475,92227,19554,32632,12611,20,78,49,418234
남부터미널역,승차,4312,13308,9846,123049,297227,269947,28518,71567,27658,153,451,174,846210
남부터미널역,하차,4060,16357,7698,317191,234795,150163,51374,62284,15367,29,243,306,859867
남성역,승차,2031,3469,1896,127147,76295,39744,34631,38432,8226,9,2,3,331885
남성역,하차,1164,3228,2658,34724,73534,117713,17261,45929,18919,1,2,9,315142
남위례역,승차,2120,7393,2015,63425,53569,41689,13834,17186,4909,10,16,22,206188
남위례역,하차,5097,3841,3047,42892,48324,69278,9473,17372,8455,0,24,33,207836
남태령역,승차,328,1109,213,9621,14730,7327,3400,5147,752,0,1,2,42630
남태령역,하차,827,228,170,12137,6050,6086,2342,4299,1731,1,1,2,33874
남한산성입구역,승차,9687,8008,2127,153670,96139,40385,40452,33666,6416,1,9,1,390561
남한산성입구역,하차,2746,8113,5773,57281,72346,131031,15873,40935,18967,3,5,0,353073
내방역,승차,1524,4319,2860,71055,118434,127762,20937,41988,12691,11,77,12,401670
내방역,하차,1458,4682,3078,151552,89311,79715,25012,35181,12195,51,18,19,402272
노원역,승차,11964,32398,30350,380491,421917,346773,98572,179859,52041,215,128,52,1554760
노원역,하차,15714,43529,22579,284211,464542,516300,91919,179965,61147,19,155,224,1680304
녹번역,승차,5934,5970,2107,205053,95084,40220,37202,36706,7237,27,60,17,435617
녹번역,하차,833,6892,5759,34051,89028,177883,14700,42152,22861,15,25,52,394251
녹사평역,승차,698,2574,1780,19797,48666,69029,6141,9753,2798,140,459,427,162262
녹사평역,하차,1824,1690,1029,40087,60534,42456,6004,9039,3238,50,374,415,166740
논현역,승차,667,2779,4187,42337,153582,249636,9979,25584,9701,25,159,103,498739
논현역,하차,1273,4777,2507,252163,130347,78650,18419,19888,6025,36,129,97,514311
단대오거리역,승차,4835,5670,2347,137578,76424,41297,36824,33886,7520,3,5,1,346390
단대오거리역,하차,1087,6239,4644,41173,67518,133382,16131,42295,17330,4,1,1,329805
답십리역,승차,3713,3155,1203,176344,110737,68137,31961,44481,11878,78,168,80,451935
답십리역,하차,631,3747,3266,69397,92586,152872,21458,46398,17232,29,89,207,407912
당고개역,승차,3286,3416,1421,108600,58296,26801,34298,36301,8574,2,4,2,281001
당고개역,하차,421,3335,3650,25212,46664,86625,17480,40277,19526,2,9,4,243205
당산역,승차,2798,5994,2429,154121,143349,134332,18460,29750,11618,14,68,62,502995
당산역,하차,3773,5061,4748,141350,145720,216928,19063,33300,13172,13,73,129,583330
대림역,승차,6952,7531,3521,343444,275244,166946,67277,91142,25321,146,260,177,987961
대림역,하차,2132,9412,6509,170948,305651,322514,51635,101094,34895,77,283,235,1005385
대청역,승차,4483,10752,3525,93275,78062,48705,24187,32394,7955,10,30,16,303394
대청역,하차,5177,6009,6401,52643,59299,92438,15177,32774,14822,2,14,34,284790
대치역,승차,4213,14280,27635,78131,79623,74004,23454,38819,10699,1,25,14,350898
대치역,하차,6950,29783,9109,60247,83028,80388,20892,36115,13150,13,51,5,339731
대흥역,승차,1593,9001,6706,52568,80996,67020,14575,26602,8177,21,53,43,267355
대흥역,하차,6416,7486,2981,72214,73061,65979,15542,24687,8257,16,43,45,276727
도곡역,승차,1549,4189,1756,37328,50754,38852,8144,17057,4488,3,9,12,164141
도곡역,하차,2378,3510,1936,49290,38856,38738,9998,14213,4160,5,31,14,163129
도림천역,승차,455,1640,309,9067,9843,6203,2849,4731,1510,0,4,1,36612
도림천역,하차,1187,601,513,9015,7751,9362,3715,4673,1710,0,0,6,38533
도봉산역,승차,2758,3716,1107,120674,56101,22391,19965,31416,6369,1,9,2,264509
도봉산역,하차,1270,3958,4305,37953,63402,125131,26307,40135,14510,4,19,3,316997
독립문역,승차,2370,8411,2098,48000,61449,31959,24185,42404,8317,8,132,38,229371
독립문역,하차,3801,6285,2998,52296,48350,47469,26712,37493,11708,32,138,16,237298
독바위역,승차,1464,1730,561,33952,15151,5928,10262,9866,2044,0,7,1,80966
독바위역,하차,226,1357,1444,6399,14946,33258,6246,13845,7309,2,5,0,85037
돌곶이역,승차,3304,2773,1254,113448,69159,37227,26092,30950,7912,23,11,4,292157
돌곶이역,하차,722,3232,2495,37959,59199,100119,15763,33766,13936,2,29,14,267236
동대문역,승차,2572,10503,4595,95927,322416,206990,48094,191670,47911,896,3426,2985,937985
동대문역,하차,2847,11653,2799,227414,265623,146451,99376,159203,25344,812,4580,4332,950434
동대문역사문화공원역,승차,2630,19693,9721,119831,397931,386289,17823,83115,32154,3660,9192,6745,1088784
동대문역사문화공원역,하차,10669,16067,5918,310920,347631,257792,52377,68136,12542,1332,8212,10456,1102052
동대입구역,승차,950,3423,1731,27779,111144,111816,6645,27473,10816,346,806,273,303202
동대입구역,하차,2106,3911,1462,129323,103893,45366,20888,22697,4222,178,747,543,335336
동묘앞역,승차,1999,11646,3562,80973,158476,82010,30204,173088,30387,509,1157,405,574416
동묘앞역,하차,4919,11808,2481,85806,143990,102245,60451,154291,15055,123,867,872,582908
동작역,승차,86,732,355,5817,14096,15177,4567,11397,3025,5,52,51,55360
동작역,하차,306,555,264,12944,12356,13321,8375,8412,1888,9,47,39,58516
둔촌동역,승차,2104,3979,2758,67633,67806,43140,22490,38263,10899,5,94,42,259213
둔촌동역,하차,748,4180,3016,51183,54526,71182,19965,38441,13826,11,56,77,257211
디지털미디어시티역,승차,4377,3955,1963,143304,99960,91431,26451,27580,7555,13,46,35,406670
디지털미디어시티역,하차,912,6114,6442,130021,85878,139444,16094,29991,15737,6,40,69,430748
뚝섬역,승차,2065,8337,5264,69088,240344,318880,18310,37097,11890,49,1122,862,713308
뚝섬역,하차,2414,9611,3866,296977,239613,116693,27412,30755,9488,153,1040,298,738320
마곡역,승차,3167,5726,2975,65228,113715,91230,16987,24947,6366,10,29,12,330392
마곡역,하차,856,6086,5030,130284,72697,72025,16107,21678,9331,11,26,16,334147
마들역,승차,3222,6441,2403,163629,72746,26893,42922,45496,7808,2,6,2,371570
마들역,하차,2490,4814,3551,24600,72082,144924,19172,51491,23418,2,1,1,346546
마장역,승차,1660,2802,872,48378,43023,28666,14014,22934,5633,2,175,250,168409
마장역,하차,1211,1894,1569,29644,35478,45726,12409,21369,7359,12,228,173,157072
마천역,승차,5858,2834,799,91264,34916,17648,29688,26086,5534,4,10,7,214648
마천역,하차,415,4901,3942,18417,35431,72040,13904,31688,16789,0,5,11,197543
마포구청역,승차,3999,4100,2621,134982,104992,81473,34001,40277,9918,19,91,119,416592
마포구청역,하차,1285,5500,3761,68637,87933,127196,19654,40685,16731,36,49,76,371543
마포역,승차,2355,2750,1343,91663,114888,121748,18740,35410,11566,367,678,239,401747
마포역,하차,558,3279,2790,128535,97356,108533,19206,34195,11896,49,417,598,407412
망원역,승차,3090,5168,3632,92211,131150,132461,27445,47446,12910,73,647,247,456480
망원역,하차,1297,7500,3782,83491,172325,126866,21838,54434,15597,188,581,192,488091
매봉역,승차,1587,3818,2650,57283,94867,107465,21072,42133,10750,4,31,20,341680
매봉역,하차,1442,3955,2445,124086,66017,61639,23531,34761,10890,13,30,7,328816
먹골역,승차,2475,3584,1661,108258,68444,38727,28511,33656,8998,1,9,2,294326
먹골역,하차,730,4027,3220,30048,66556,111670,14421,41580,17214,3,6,4,289479
면목역,승차,4256,5018,1549,176675,97321,46777,42062,47763,13000,19,36,7,434483
면목역,하차,1732,4511,4382,46366,94940,161769,24126,58505,22901,1,19,37,419289
명동역,승차,2176,18825,11307,80621,360290,412450,7034,52473,18316,6578,15962,13874,999906
명동역,하차,10300,17939,5832,308076,406660,201866,32566,42822,4867,3765,23732,16822,1075247
명일역,승차,2358,5144,2035,88656,53563,29081,31271,37053,8994,2,19,4,258180
명일역,하차,1748,4113,4149,26133,52792,94293,19775,41962,17752,1,5,4,262727
모란역,승차,1312,5137,1996,25831,28950,25540,13218,37746,8398,0,5,1,148134
모란역,하차,3193,3209,2216,16194,21701,26037,15392,26499,4422,0,8,4,118875
목동역,승차,3553,7343,7239,176651,112986,73766,34365,42355,10501,18,38,13,468828
목동역,하차,3402,9425,5856,63288,121072,204211,19405,46393,22354,8,24,39,495477
몽촌토성역,승차,890,2379,1381,49771,55589,51565,8914,20691,5967,21,112,23,197303
몽촌토성역,하차,1060,2430,1134,58194,49201,54178,12578,17438,4727,13,51,43,201047
무악재역,승차,1421,1437,483,48076,26957,13867,15059,15886,2915,1,13,3,126118
무악재역,하차,186,1731,1566,10969,25322,47680,6650,19770,9582,6,20,1,123483
문래역,승차,2820,5064,2742,128821,171961,222614,24162,51495,14802,39,132,84,624736
문래역,하차,1389,5641,3548,229913,157059,160788,32609,44455,12995,23,116,101,648637
문정역,승차,1312,3460,3022,89081,190856,214650,16342,37384,10231,63,64,11,566476
문정역,하차,1952,3106,2444,300559,112775,107291,23375,30745,9464,10,31,62,591814
미사역,승차,6364,11324,10191,181291,121844,88951,34521,45743,12031,10,28,26,512324
미사역,하차,2142,17632,10519,63282,126470,208500,22891,46704,21802,2,22,23,519989
미아사거리역,승차,9286,17507,5147,256944,182230,111905,70065,96029,24272,18,34,34,773471
미아사거리역,하차,6020,12829,11041,84475,182477,270411,36713,111673,42321,7,45,40,758052
미아역,승차,3867,11629,6113,136599,108716,60865,46360,59982,14259,15,22,12,448439
미아역,하차,8575,6153,4646,63691,92741,132669,30113,65975,25843,3,36,30,430475
반포역,승차,1538,2301,1376,29641,61157,50315,7931,23907,8439,1,46,36,186688
반포역,하차,689,3282,1762,58126,45528,29048,13719,19918,4662,4,16,23,176777
발산역,승차,2434,10629,7070,83739,201564,214518,25106,67960,19259,162,218,53,632712
발산역,하차,3811,10418,5849,229013,162798,137609,36195,58370,14823,36,161,238,659321
방배역,승차,2516,11801,7439,81509,155560,138212,21253,44378,11843,15,43,32,474601
방배역,하차,5789,11060,5422,156603,131988,102948,26614,38257,11806,12,52,27,490578
방이역,승차,1797,7648,10491,48066,46388,45784,19305,25859,7390,0,11,5,212744
방이역,하차,2438,12465,4645,40725,48213,54823,13826,27630,11456,4,4,8,216237
방화역,승차,2505,5606,1365,69344,43742,19662,24346,29765,5692,11,7,6,202051
방화역,하차,2542,3466,3405,21826,37361,65481,13891,31819,13112,2,6,17,192928
버티고개역,승차,544,876,511,16908,16403,12156,5899,6803,1803,11,38,21,61973
버티고개역,하차,410,950,945,10258,14209,19343,4402,8069,3600,5,18,15,62224
보라매역,승차,1091,3685,1529,63232,52756,38230,9862,17153,5266,6,10,10,192830
보라매역,하차,2562,2576,2032,39454,49524,69152,8559,18893,6078,0,13,20,198863
보문역,승차,1848,3256,1235,77935,66672,44723,13225,14966,3974,11,28,24,227897
보문역,하차,2689,2030,1697,42247,51461,79925,8556,15411,6903,9,16,24,210968
복정역,승차,2556,4507,1307,95112,73888,54228,15593,20946,6472,2,9,10,274630
복정역,하차,1733,3247,3216,49923,59140,79157,13947,16339,8382,1,2,3,235090
봉천역,승차,3325,6265,2594,291649,153265,79727,59389,79653,18611,23,61,26,694588
봉천역,하차,2332,4649,4472,57035,144393,278382,33101,89900,32983,10,36,41,647334
봉화산역,승차,2863,2653,934,114293,52077,23289,22551,25881,5014,3,3,0,249561
봉화산역,하차,408,3335,3108,24776,53021,97259,11047,28981,12583,3,8,1,234530
불광역,승차,3287,6411,2793,194587,141402,84259,55336,107020,27132,21,119,45,622412
불광역,하차,1943,6531,4933,84785,144742,211436,43134,119872,35583,15,69,87,653130
사가정역,승차,3755,4584,1774,175574,105761,62345,43374,52047,14024,1,6,3,463248
사가정역,하차,1126,4994,4585,53535,110127,177666,24126,60552,25052,1,10,10,461784
사당역,승차,9627,18618,11451,544205,516681,537041,79924,181484,73742,107,326,217,1973423
사당역,하차,4727,18550,18495,305910,571700,749707,79254,198306,52817,95,338,272,2000171
산성역,승차,3104,2858,709,82358,42767,15520,17922,17791,2836,1,5,2,185873
산성역,하차,663,3589,3286,18350,39030,82706,9717,21264,10711,1,9,4,189330
삼각지역,승차,1468,6518,1927,65494,142902,155614,9077,28225,11771,214,1465,349,425024
삼각지역,하차,3024,5151,1932,115616,141144,109181,14568,24501,6386,274,1218,336,423331
삼성역,승차,1942,17631,13683,74707,595715,689225,15438,80869,25854,854,5891,3454,1525263
삼성역,하차,8751,19057,4324,795752,449673,137520,48992,55640,8531,785,5514,2127,1536666
상계역,승차,6351,13918,8409,222208,115824,59537,54833,60536,14611,2,9,6,556244
상계역,하차,8224,11329,7503,45857,112577,203032,26759,66707,32946,1,4,3,514942
상도역,승차,3080,3896,1553,109076,98537,62885,28845,32177,6949,0,34,22,347054
상도역,하차,1255,4449,3139,56013,90313,117662,15063,34064,15062,2,6,13,337041
상봉역,승차,3166,5110,2900,188890,129965,93284,25276,37816,16310,7,43,40,502807
상봉역,하차,990,5540,4824,64391,128189,206271,20158,40765,14777,11,45,32,485993
상수역,승차,1441,4784,5408,45972,92671,128220,7464,11624,3233,152,567,612,302148
상수역,하차,1960,7448,3583,72105,130177,102203,6052,12350,4140,63,522,512,341115
상왕십리역,승차,5548,5417,2094,150022,111224,66444,26498,34985,9204,35,108,90,411669
상왕십리역,하차,1679,7506,4198,59534,102543,153297,18736,37531,15340,20,107,128,400619
상월곡역,승차,3193,2425,723,69259,47194,24910,19049,19703,3923,1,3,3,190386
상월곡역,하차,697,2804,1935,26149,38993,61650,10125,21388,9903,3,6,1,173654
상일동역,승차,4704,8779,2338,180064,83349,38837,43047,42321,9670,3,13,3,413128
상일동역,하차,826,6134,8080,35717,79169,165713,19745,48242,25438,8,8,9,389089
새절역,승차,3310,6663,1849,153592,76026,33696,42906,41560,9043,4,14,4,368667
새절역,하차,2282,4511,4361,30477,68548,136432,17873,52000,24346,3,9,8,340850
서대문역,승차,1910,12028,3673,67736,176911,194194,16595,44453,11037,227,320,217,529301
서대문역,하차,6873,4707,2890,280599,101150,67719,26501,33594,7954,24,230,317,532558
서울대입구역,승차,5007,13515,7679,465094,379597,267608,65431,87229,26167,21,97,68,1317513
서울대입구역,하차,5473,11325,8667,173970,347262,559973,39867,98649,34676,35,115,100,1280112
서울역,승차,7046,17285,8588,267765,715891,655532,55221,151489,52332,2202,8649,4520,1946520
서울역,하차,7789,19781,11865,771692,673506,396291,91612,139470,34324,3692,9141,4908,2164071
서초역,승차,2485,10190,2755,87646,219180,199649,18996,62274,14117,34,155,103,617584
서초역,하차,4351,4550,3211,272938,138219,77812,42937,44088,7816,17,146,113,596198
석계역,승차,3666,5456,1956,138037,80202,42449,36952,36838,9381,7,13,1,354958
